po_id,supplier_id,sku,order_date,promised_date,received_date,qty_ordered,qty_received,unit_cost,freight_cost
PO-5576,12,SKU-1024,2026-02-10,2026-02-24,2026-02-21,200,200,13.92,19.95
PO-5577,25,SKU-1025,2026-02-15,2026-03-10,2026-03-08,200,200,20.73,61.19
PO-5578,8,SKU-1042,2026-02-12,2026-02-28,2026-02-25,100,100,33.81,16.32
PO-5579,12,SKU-1016,2026-02-11,2026-02-25,2026-02-25,500,500,39.97,93.99
PO-5580,23,SKU-1032,2026-02-09,2026-02-17,2026-02-17,500,500,11.77,161.48
PO-5581,14,SKU-1029,2026-02-09,2026-03-01,2026-02-26,250,250,32.99,47.69
PO-5582,11,SKU-1036,2026-02-09,2026-02-26,2026-02-24,500,500,33.83,109.43
PO-5583,13,SKU-1008,2026-02-09,2026-02-24,2026-03-13,100,100,5.98,10.12
PO-5584,7,SKU-1007,2026-02-16,2026-03-08,2026-03-08,500,500,2.12,44.76
PO-5585,15,SKU-1041,2026-02-18,2026-03-10,2026-03-09,1000,1000,7.56,70.44
PO-5586,23,SKU-1031,2026-02-19,2026-02-27,2026-02-24,1000,1000,15.71,204.4
PO-5587,1,SKU-1042,2026-02-19,2026-03-10,2026-03-07,750,750,33.81,211.33
PO-5588,22,SKU-1039,2026-02-17,2026-03-14,2026-03-12,500,500,30.77,166.84
PO-5589,24,SKU-1003,2026-02-22,2026-03-10,2026-03-08,1000,1000,2.8,229.39
PO-5590,24,SKU-1006,2026-02-19,2026-03-07,2026-03-04,250,250,27.6,23.04
PO-5591,7,SKU-1020,2026-02-21,2026-03-13,2026-03-11,100,100,24.32,25.37
PO-5592,1,SKU-1024,2026-02-19,2026-03-10,2026-03-10,250,250,13.92,83.62
PO-5593,16,SKU-1044,2026-02-17,2026-02-27,2026-02-25,200,200,13.15,22.11
PO-5594,15,SKU-1018,2026-02-17,2026-03-09,2026-03-20,100,100,3.74,15.29
PO-5595,19,SKU-1024,2026-03-01,2026-03-24,2026-03-21,200,200,13.92,25.47
PO-5596,15,SKU-1031,2026-02-27,2026-03-19,2026-03-19,200,200,15.71,43.73
PO-5597,9,SKU-1027,2026-02-24,2026-03-13,2026-03-30,200,200,41.12,63.19
PO-5598,2,SKU-1011,2026-02-24,2026-03-06,2026-03-03,750,750,36.45,215.25
PO-5599,9,SKU-1057,2026-02-27,2026-03-16,2026-03-14,1000,1000,18.68,332.6
PO-5600,14,SKU-1007,2026-02-23,2026-03-15,2026-03-12,100,100,2.12,7.12
PO-5601,5,SKU-1027,2026-03-02,2026-03-12,2026-03-11,1000,1000,41.12,203.84
PO-5602,4,SKU-1029,2026-03-03,2026-03-17,2026-03-16,750,750,32.99,80.85
PO-5603,3,SKU-1038,2026-03-04,2026-03-22,2026-03-20,1000,1000,33.87,243.04
PO-5604,14,SKU-1024,2026-03-06,2026-03-26,2026-03-23,1000,1000,13.92,237.28
PO-5605,16,SKU-1014,2026-03-07,2026-03-17,2026-03-14,500,500,8.64,126.69
PO-5606,23,SKU-1042,2026-03-03,2026-03-11,2026-03-10,200,200,33.81,15.34
PO-5607,7,SKU-1035,2026-03-05,2026-03-25,2026-03-23,1000,1000,26.66,270.58
PO-5608,12,SKU-1025,2026-03-07,2026-03-21,2026-03-20,200,200,20.73,48.39
PO-5609,4,SKU-1003,2026-03-13,2026-03-27,2026-03-27,750,750,2.8,55.0
PO-5610,19,SKU-1030,2026-03-11,2026-04-03,2026-04-02,250,250,34.59,45.29
PO-5611,6,SKU-1052,2026-03-12,2026-03-29,2026-03-27,500,500,19.65,169.37
PO-5612,25,SKU-1019,2026-03-15,2026-04-07,2026-04-05,1000,1000,5.69,227.65
PO-5613,25,SKU-1013,2026-03-11,2026-04-03,2026-04-02,1000,1000,10.66,296.47
PO-5614,20,SKU-1030,2026-03-15,2026-03-22,2026-03-19,200,200,34.59,45.73
PO-5615,14,SKU-1047,2026-03-13,2026-04-02,2026-03-30,100,100,22.9,7.57
PO-5616,8,SKU-1001,2026-03-10,2026-03-26,2026-03-25,1000,1000,26.05,120.91
PO-5617,1,SKU-1008,2026-03-09,2026-03-28,2026-04-04,200,200,5.98,14.4
PO-5618,12,SKU-1021,2026-03-11,2026-03-25,2026-03-25,250,250,2.24,82.04
PO-5619,6,SKU-1017,2026-03-16,2026-04-02,2026-03-30,1000,1000,17.44,89.53
PO-5620,24,SKU-1022,2026-03-18,2026-04-03,2026-04-01,200,200,40.18,69.37
PO-5621,2,SKU-1049,2026-03-17,2026-03-27,2026-03-27,500,500,26.46,27.49
PO-5622,10,SKU-1052,2026-03-16,2026-03-30,2026-03-27,100,100,19.65,10.74
PO-5623,23,SKU-1029,2026-03-22,2026-03-30,2026-03-28,750,750,32.99,186.78
PO-5624,19,SKU-1028,2026-03-17,2026-04-09,2026-04-07,100,100,38.26,18.72
PO-5625,25,SKU-1017,2026-03-20,2026-04-12,2026-04-11,1000,941,17.44,267.31
PO-5626,8,SKU-1033,2026-03-18,2026-04-03,2026-04-03,750,750,40.16,78.89
PO-5627,10,SKU-1043,2026-03-18,2026-04-01,2026-03-29,200,200,34.91,30.33
PO-5628,23,SKU-1046,2026-03-21,2026-03-29,2026-04-08,500,500,28.23,133.18
PO-5629,25,SKU-1039,2026-03-25,2026-04-17,2026-04-14,250,250,30.77,23.84
PO-5630,21,SKU-1057,2026-03-24,2026-04-13,2026-04-11,250,250,18.68,50.51
PO-5631,17,SKU-1056,2026-03-25,2026-04-14,2026-04-14,750,750,6.16,54.36
PO-5632,22,SKU-1005,2026-03-27,2026-04-21,2026-04-21,100,100,39.74,25.06
PO-5633,8,SKU-1029,2026-03-25,2026-04-10,2026-04-10,1000,1000,32.99,184.05
PO-5634,24,SKU-1060,2026-03-25,2026-04-10,2026-04-07,500,381,7.84,66.79
PO-5635,18,SKU-1009,2026-03-30,2026-04-10,2026-04-07,250,250,31.33,76.43
PO-5636,22,SKU-1050,2026-04-01,2026-04-26,2026-04-23,200,200,22.85,15.64
PO-5637,24,SKU-1004,2026-03-30,2026-04-15,2026-04-13,750,750,25.45,53.39
PO-5638,6,SKU-1053,2026-04-03,2026-04-20,2026-04-20,200,200,26.19,33.21
PO-5639,14,SKU-1046,2026-04-01,2026-04-21,2026-04-19,500,500,28.23,42.55
PO-5640,9,SKU-1048,2026-04-04,2026-04-21,2026-05-07,200,200,26.03,46.24
PO-5641,25,SKU-1030,2026-04-09,2026-05-02,2026-04-30,1000,1000,34.59,337.47
PO-5642,4,SKU-1056,2026-04-12,2026-04-26,2026-04-24,100,100,6.16,19.08
PO-5643,23,SKU-1010,2026-04-12,2026-04-20,2026-04-19,200,200,7.99,60.92
PO-5644,22,SKU-1013,2026-04-11,2026-05-06,2026-05-03,200,200,10.66,10.62
PO-5645,25,SKU-1017,2026-04-10,2026-05-03,2026-04-30,250,250,17.44,36.33
PO-5646,9,SKU-1024,2026-04-08,2026-04-25,2026-04-24,500,500,13.92,41.54
PO-5647,8,SKU-1001,2026-04-11,2026-04-27,2026-04-25,1000,1000,26.05,347.19
PO-5648,24,SKU-1011,2026-04-12,2026-04-28,2026-04-27,250,250,36.45,36.94
PO-5649,14,SKU-1054,2026-04-08,2026-04-28,2026-04-27,1000,1000,21.93,153.58
PO-5650,6,SKU-1055,2026-04-08,2026-04-25,2026-04-30,1000,1000,38.85,212.78
PO-5651,18,SKU-1030,2026-04-15,2026-04-26,2026-04-26,1000,1000,34.59,114.24
PO-5652,11,SKU-1024,2026-04-14,2026-05-01,2026-04-28,250,250,13.92,80.23
PO-5653,1,SKU-1015,2026-04-15,2026-05-04,2026-05-01,500,500,23.01,54.77
PO-5654,15,SKU-1041,2026-04-16,2026-05-06,2026-05-06,500,500,7.56,119.85
PO-5655,19,SKU-1031,2026-04-15,2026-05-08,2026-05-18,1000,1000,15.71,221.98
PO-5656,4,SKU-1039,2026-04-17,2026-05-01,2026-05-18,100,100,30.77,17.49
PO-5657,7,SKU-1014,2026-04-22,2026-05-12,2026-05-09,1000,1000,8.64,60.47
PO-5658,19,SKU-1037,2026-04-23,2026-05-16,2026-05-14,500,500,20.7,52.57
PO-5659,10,SKU-1053,2026-04-24,2026-05-08,2026-05-07,100,100,26.19,27.34
PO-5660,2,SKU-1015,2026-04-22,2026-05-02,2026-05-02,200,200,23.01,52.59
PO-5661,14,SKU-1013,2026-04-22,2026-05-12,2026-05-11,750,750,10.66,79.53
PO-5662,18,SKU-1049,2026-04-24,2026-05-05,2026-05-03,750,750,26.46,262.49
PO-5663,18,SKU-1058,2026-04-26,2026-05-07,2026-05-04,1000,1000,39.53,277.86
PO-5664,19,SKU-1024,2026-04-20,2026-05-13,2026-05-20,750,621,13.92,229.01
PO-5665,23,SKU-1058,2026-04-25,2026-05-03,2026-05-20,500,500,39.53,108.99
PO-5666,5,SKU-1041,2026-04-30,2026-05-10,2026-05-10,200,200,7.56,25.55
PO-5667,9,SKU-1015,2026-04-30,2026-05-17,2026-05-17,100,100,23.01,5.17
PO-5668,11,SKU-1058,2026-05-02,2026-05-19,2026-05-17,750,750,39.53,153.75
PO-5669,6,SKU-1015,2026-05-01,2026-05-18,2026-05-16,750,750,23.01,62.21
PO-5670,15,SKU-1046,2026-05-01,2026-05-21,2026-05-20,500,500,28.23,32.88
PO-5671,1,SKU-1029,2026-05-03,2026-05-22,2026-05-19,750,750,32.99,69.47
PO-5672,15,SKU-1011,2026-05-02,2026-05-22,2026-05-21,500,500,36.45,61.77
PO-5673,7,SKU-1015,2026-04-28,2026-05-18,2026-05-30,750,750,23.01,107.26
PO-5674,15,SKU-1006,2026-05-05,2026-05-25,2026-05-24,100,100,27.6,10.51
PO-5675,16,SKU-1054,2026-05-07,2026-05-17,2026-05-17,500,500,21.93,95.71
PO-5676,7,SKU-1031,2026-05-08,2026-05-28,2026-05-26,200,155,15.71,33.01
PO-5677,3,SKU-1026,2026-05-04,2026-05-22,2026-05-22,250,250,15.96,64.3
PO-5678,13,SKU-1042,2026-05-05,2026-05-20,2026-05-17,100,100,33.81,26.85
PO-5679,12,SKU-1033,2026-05-09,2026-05-23,2026-05-23,500,500,40.16,48.47
PO-5680,21,SKU-1043,2026-05-09,2026-05-29,2026-05-27,1000,1000,34.91,305.47
PO-5681,11,SKU-1038,2026-05-08,2026-05-25,2026-05-24,200,200,33.87,34.15
PO-5682,6,SKU-1019,2026-05-04,2026-05-21,2026-05-18,750,750,5.69,145.41
PO-5683,9,SKU-1024,2026-05-15,2026-06-01,2026-06-13,750,750,13.92,246.61
PO-5684,21,SKU-1031,2026-05-11,2026-05-31,2026-05-31,750,750,15.71,214.34
PO-5685,9,SKU-1002,2026-05-13,2026-05-30,2026-05-27,250,250,7.93,59.62
PO-5686,1,SKU-1018,2026-05-13,2026-06-01,2026-06-01,200,200,3.74,32.64
PO-5687,3,SKU-1013,2026-05-12,2026-05-30,2026-05-28,200,200,10.66,23.16
PO-5688,14,SKU-1017,2026-05-11,2026-05-31,2026-05-28,200,200,17.44,65.32
PO-5689,3,SKU-1050,2026-05-12,2026-05-30,2026-05-28,100,100,22.85,30.76
PO-5690,13,SKU-1028,2026-05-11,2026-05-26,2026-05-24,750,750,38.26,105.38
PO-5691,3,SKU-1004,2026-05-12,2026-05-30,2026-05-27,250,250,25.45,59.76
PO-5692,4,SKU-1030,2026-05-12,2026-05-26,2026-05-24,750,750,34.59,249.27
PO-5693,7,SKU-1024,2026-05-11,2026-05-31,2026-06-14,250,250,13.92,31.5
PO-5694,8,SKU-1031,2026-05-11,2026-05-27,2026-06-02,200,200,15.71,19.13
PO-5695,12,SKU-1041,2026-05-16,2026-05-30,2026-05-30,750,750,7.56,241.23
PO-5696,18,SKU-1051,2026-05-22,2026-06-02,2026-06-02,100,100,11.34,15.11
PO-5697,13,SKU-1033,2026-05-19,2026-06-03,2026-06-01,500,500,40.16,82.5
PO-5698,23,SKU-1042,2026-05-18,2026-05-26,2026-05-23,250,250,33.81,62.7
PO-5699,19,SKU-1025,2026-05-23,2026-06-15,2026-06-14,500,500,20.73,164.34
PO-5700,20,SKU-1011,2026-05-20,2026-05-27,2026-05-25,250,250,36.45,28.32
PO-5701,22,SKU-1051,2026-05-22,2026-06-16,2026-06-27,250,250,11.34,54.49
PO-5702,20,SKU-1022,2026-05-19,2026-05-26,2026-05-26,250,250,40.18,86.66
PO-5703,16,SKU-1060,2026-05-24,2026-06-03,2026-06-01,500,500,7.84,111.0
PO-5704,10,SKU-1038,2026-05-22,2026-06-05,2026-06-02,100,100,33.87,9.01
PO-5705,13,SKU-1018,2026-05-18,2026-06-02,2026-06-02,500,500,3.74,146.43
PO-5706,3,SKU-1047,2026-05-21,2026-06-08,2026-06-05,100,100,22.9,26.65
PO-5707,7,SKU-1005,2026-05-23,2026-06-12,2026-06-11,200,200,39.74,66.58
PO-5708,17,SKU-1028,2026-05-24,2026-06-13,2026-06-12,500,500,38.26,72.65
PO-5709,4,SKU-1003,2026-05-30,2026-06-13,2026-06-12,100,100,2.8,30.95
PO-5710,24,SKU-1048,2026-05-26,2026-06-11,2026-06-11,200,200,26.03,40.38
PO-5711,15,SKU-1031,2026-05-25,2026-06-14,2026-06-11,200,200,15.71,38.14
PO-5712,23,SKU-1006,2026-05-30,2026-06-07,2026-06-05,200,200,27.6,55.47
PO-5713,21,SKU-1012,2026-05-31,2026-06-20,2026-06-19,200,200,40.28,65.79
PO-5714,16,SKU-1055,2026-05-31,2026-06-10,2026-06-09,100,100,38.85,32.19
PO-5715,20,SKU-1020,2026-05-31,2026-06-07,2026-06-07,750,750,24.32,255.26
PO-5716,7,SKU-1007,2026-05-28,2026-06-17,2026-06-28,1000,901,2.12,119.61
PO-5717,15,SKU-1031,2026-05-31,2026-06-20,2026-06-18,250,250,15.71,63.79
PO-5718,18,SKU-1021,2026-05-28,2026-06-08,2026-06-06,500,500,2.24,164.98
PO-5719,19,SKU-1024,2026-05-25,2026-06-17,2026-06-16,200,200,13.92,15.72
PO-5720,13,SKU-1008,2026-05-26,2026-06-10,2026-06-09,250,250,5.98,53.56
PO-5721,11,SKU-1050,2026-05-25,2026-06-11,2026-06-11,100,100,22.85,18.66
PO-5722,19,SKU-1050,2026-06-06,2026-06-29,2026-06-29,1000,1000,22.85,337.44
PO-5723,22,SKU-1043,2026-06-02,2026-06-27,2026-06-25,250,250,34.91,65.73
PO-5724,23,SKU-1038,2026-06-01,2026-06-09,2026-06-07,750,618,33.87,151.68
PO-5725,4,SKU-1049,2026-06-07,2026-06-21,2026-06-18,1000,1000,26.46,80.21
PO-5726,7,SKU-1044,2026-06-05,2026-06-25,2026-06-22,250,222,13.15,19.07
PO-5727,9,SKU-1021,2026-06-05,2026-06-22,2026-06-22,250,250,2.24,56.71
PO-5728,6,SKU-1001,2026-06-05,2026-06-22,2026-06-20,200,200,26.05,65.92
PO-5729,9,SKU-1038,2026-06-06,2026-06-23,2026-06-22,1000,1000,33.87,171.52
PO-5730,23,SKU-1002,2026-06-01,2026-06-09,2026-06-09,100,100,7.93,31.77
PO-5731,17,SKU-1010,2026-06-04,2026-06-24,2026-06-21,100,100,7.99,34.81
PO-5732,20,SKU-1035,2026-06-06,2026-06-13,2026-06-12,1000,1000,26.66,90.02
PO-5733,9,SKU-1035,2026-06-09,2026-06-26,2026-06-24,200,200,26.66,57.81
PO-5734,4,SKU-1011,2026-06-10,2026-06-24,2026-06-21,750,750,36.45,141.75
PO-5735,25,SKU-1001,2026-06-13,2026-07-06,2026-07-06,200,200,26.05,55.41
PO-5736,8,SKU-1058,2026-06-14,2026-06-30,2026-06-27,500,500,39.53,89.4
PO-5737,16,SKU-1049,2026-06-08,2026-06-18,2026-06-15,500,500,26.46,60.83
PO-5738,2,SKU-1039,2026-06-09,2026-06-19,2026-06-18,100,100,30.77,27.63
PO-5739,11,SKU-1042,2026-06-08,2026-06-25,2026-06-24,100,100,33.81,33.1
PO-5740,8,SKU-1044,2026-06-09,2026-06-25,2026-06-25,250,250,13.15,20.46
PO-5741,17,SKU-1028,2026-06-09,2026-06-29,2026-06-29,100,100,38.26,27.05
PO-5742,24,SKU-1011,2026-06-14,2026-06-30,2026-06-27,250,250,36.45,37.65
PO-5743,4,SKU-1034,2026-06-13,2026-06-27,2026-06-25,750,750,10.46,89.01
PO-5744,14,SKU-1017,2026-06-20,2026-07-10,2026-07-08,500,471,17.44,124.28
PO-5745,4,SKU-1013,2026-06-18,2026-07-02,2026-07-01,250,250,10.66,32.47
PO-5746,22,SKU-1022,2026-06-16,2026-07-11,2026-07-11,1000,1000,40.18,70.73
PO-5747,3,SKU-1005,2026-06-15,2026-07-03,2026-07-02,1000,1000,39.74,200.69
PO-5748,16,SKU-1017,2026-06-16,2026-06-26,2026-06-26,750,750,17.44,103.19
PO-5749,19,SKU-1053,2026-06-18,2026-07-11,2026-07-08,500,500,26.19,124.0
PO-5750,1,SKU-1045,2026-06-16,2026-07-05,2026-07-02,1000,1000,18.3,72.47
PO-5751,11,SKU-1016,2026-06-15,2026-07-02,2026-07-01,250,250,39.97,74.74
PO-5752,14,SKU-1046,2026-06-21,2026-07-11,2026-07-11,500,500,28.23,44.8
PO-5753,24,SKU-1028,2026-06-28,2026-07-14,2026-07-12,1000,1000,38.26,265.05
PO-5754,4,SKU-1052,2026-06-25,2026-07-09,2026-07-07,100,100,19.65,31.22
PO-5755,3,SKU-1056,2026-06-24,2026-07-12,2026-07-23,1000,1000,6.16,309.53
PO-5756,19,SKU-1029,2026-06-27,2026-07-20,2026-07-18,250,250,32.99,48.72
PO-5757,11,SKU-1009,2026-06-24,2026-07-11,2026-07-09,750,750,31.33,150.65
PO-5758,17,SKU-1002,2026-06-25,2026-07-15,2026-07-13,100,100,7.93,13.27
PO-5759,25,SKU-1041,2026-06-27,2026-07-20,2026-07-19,750,750,7.56,195.98
PO-5760,17,SKU-1035,2026-06-25,2026-07-15,2026-07-14,500,500,26.66,29.78
PO-5761,9,SKU-1031,2026-06-24,2026-07-11,2026-07-09,1000,1000,15.71,157.38
PO-5762,10,SKU-1030,2026-06-24,2026-07-08,2026-07-07,1000,1000,34.59,297.81
PO-5763,14,SKU-1042,2026-06-27,2026-07-17,2026-07-16,1000,859,33.81,68.26
PO-5764,12,SKU-1027,2026-06-22,2026-07-06,2026-07-05,200,200,41.12,38.33
PO-5765,24,SKU-1051,2026-06-27,2026-07-13,2026-07-13,100,100,11.34,13.1
PO-5766,16,SKU-1003,2026-06-27,2026-07-07,2026-07-06,500,500,2.8,90.89
PO-5767,5,SKU-1021,2026-06-30,2026-07-10,2026-07-16,1000,1000,2.24,134.28
PO-5768,22,SKU-1055,2026-06-30,2026-07-25,2026-07-23,100,100,38.85,10.77
PO-5769,25,SKU-1051,2026-07-01,2026-07-24,2026-07-21,250,250,11.34,42.31
PO-5770,20,SKU-1017,2026-06-29,2026-07-06,2026-07-04,500,500,17.44,135.36
PO-5771,4,SKU-1049,2026-07-01,2026-07-15,2026-07-12,750,750,26.46,84.04
PO-5772,19,SKU-1044,2026-07-03,2026-07-26,2026-07-25,100,100,13.15,30.66
PO-5773,8,SKU-1015,2026-07-02,2026-07-18,2026-07-17,100,89,23.01,20.48
PO-5774,20,SKU-1006,2026-07-03,2026-07-10,2026-07-08,200,200,27.6,69.59
PO-5775,12,SKU-1001,2026-06-30,2026-07-14,2026-07-14,200,200,26.05,35.34
PO-5776,11,SKU-1038,2026-06-30,2026-07-17,2026-07-14,750,750,33.87,219.85
PO-5777,9,SKU-1031,2026-07-05,2026-07-22,2026-07-22,100,87,15.71,18.86
PO-5778,20,SKU-1040,2026-06-30,2026-07-07,2026-07-07,750,750,25.31,73.46
